referral_lead_id,referring_partner_id,customer_id,country,service_type,industry,referred_at,matched_at,booked_at,resolved_at,referral_status,deal_size_estimate,urgency
RL00777,R009,,SE,payroll,hospitality,2023-04-17,2023-04-19,,,negotiating,27662,low
RL00778,R012,C01857,SE,audit,professional_services,2023-04-19,2023-04-20,2023-04-29,2023-05-17,booked,4864,medium
RL00779,R009,C01644,SE,accounting,retail,2023-04-17,2023-04-19,2023-04-22,2023-05-05,booked,3277,high
RL00780,R012,C01896,SE,payroll,professional_services,2023-04-20,2023-04-23,2023-05-01,2023-05-20,booked,29120,low
RL00781,R010,C01717,SE,tax_advisory,tech,2023-05-16,2023-05-19,2023-05-22,2023-05-30,booked,44906,low
RL00782,R009,C01622,SE,tax_advisory,tech,2023-05-16,2023-05-18,2023-05-27,2023-06-08,booked,19366,medium
RL00783,R012,C01925,SE,payroll,tech,2023-05-05,2023-05-07,2023-05-14,2023-05-20,booked,7233,medium
RL00784,R012,C01727,SE,payroll,hospitality,2023-05-06,2023-05-08,2023-05-11,2023-05-26,booked,12268,medium
RL00785,R012,C01913,SE,tax_advisory,other,2023-05-11,2023-05-14,2023-05-23,2023-06-08,booked,37426,high
RL00786,R009,C01668,SE,audit,professional_services,2023-05-06,2023-05-08,2023-05-11,2023-06-03,booked,25751,medium
RL00787,R012,C01833,SE,bookkeeping,professional_services,2023-05-05,2023-05-07,2023-05-17,2023-06-02,booked,3138,low
RL00788,R009,,SE,audit,professional_services,2023-05-17,2023-05-18,,2023-05-27,lost,24480,low
RL00789,R009,,SE,accounting,retail,2023-05-04,,,,pending,36051,medium
RL00790,R009,C01828,SE,bookkeeping,hospitality,2023-05-06,2023-05-07,2023-05-13,2023-06-07,booked,20549,medium
RL00791,R010,C01732,SE,audit,hospitality,2023-05-08,2023-05-09,2023-05-15,2023-06-06,booked,4501,medium
RL00792,R012,,SE,bookkeeping,retail,2023-05-19,2023-05-21,,,negotiating,22847,medium
RL00793,R009,C01734,SE,accounting,hospitality,2023-05-07,2023-05-09,2023-05-16,2023-05-25,booked,30688,medium
RL00794,R010,C01709,SE,tax_advisory,other,2023-05-25,2023-05-26,2023-05-28,2023-06-13,booked,37884,low
RL00795,R010,,SE,accounting,other,2023-05-01,2023-05-03,,,matching,39581,low
RL00796,R012,C01979,SE,accounting,hospitality,2023-06-24,2023-06-27,2023-07-03,2023-07-08,booked,24934,medium
RL00797,R010,,SE,payroll,tech,2023-06-19,2023-06-22,,,matching,38040,low
RL00798,R010,C01785,SE,audit,tech,2023-06-17,2023-06-18,2023-06-28,2023-07-14,booked,16056,medium
RL00799,R009,,SE,accounting,hospitality,2023-06-16,2023-06-17,,2023-06-23,lost,13509,medium
RL00800,R009,,SE,bookkeeping,hospitality,2023-06-04,2023-06-07,,2023-06-15,lost,34805,medium
RL00801,R009,C01709,SE,accounting,professional_services,2023-06-20,2023-06-22,2023-06-25,2023-07-18,booked,42909,low
RL00802,R010,,SE,tax_advisory,retail,2023-06-14,2023-06-16,,,negotiating,24405,low
RL00803,R009,,SE,payroll,other,2023-06-04,,,,pending,23591,low
RL00804,R010,,SE,bookkeeping,tech,2023-06-22,2023-06-24,,2023-07-08,lost,13180,low
RL00805,R009,C01713,SE,bookkeeping,retail,2023-06-09,2023-06-11,2023-06-17,2023-06-30,booked,12307,medium
RL00806,R010,,SE,audit,retail,2023-06-24,2023-06-27,,,matching,15246,medium
RL00807,R012,C01850,SE,accounting,hospitality,2023-06-16,2023-06-18,2023-06-27,2023-07-13,booked,33907,low
RL00808,R009,,SE,bookkeeping,tech,2023-06-22,2023-06-25,,2023-07-06,lost,11812,medium
RL00809,R012,C01804,SE,accounting,retail,2023-06-27,2023-06-29,2023-07-03,2023-07-11,booked,18005,high
RL00810,R010,,SE,tax_advisory,professional_services,2023-06-18,,,,pending,24996,medium
RL00811,R009,C01660,SE,accounting,other,2023-07-18,2023-07-20,2023-07-24,2023-08-17,booked,39856,low
RL00812,R009,C01933,SE,accounting,hospitality,2023-07-09,2023-07-10,2023-07-17,2023-07-30,booked,33474,medium
RL00813,R009,,SE,payroll,retail,2023-07-19,2023-07-21,,2023-08-02,lost,27335,medium
RL00814,R012,,SE,payroll,tech,2023-07-22,2023-07-23,,2023-08-05,lost,34547,medium
RL00815,R012,C01612,SE,payroll,other,2023-07-15,2023-07-16,2023-07-25,2023-08-12,booked,27033,medium
RL00816,R009,C01909,SE,audit,retail,2023-07-05,2023-07-07,2023-07-16,2023-07-25,booked,44532,high
RL00817,R012,C01710,SE,payroll,retail,2023-07-26,2023-07-28,2023-07-31,2023-08-18,booked,31153,medium
RL00818,R009,C01598,SE,bookkeeping,retail,2023-07-06,2023-07-08,2023-07-13,2023-07-21,booked,11119,high
RL00819,R009,C01680,SE,payroll,professional_services,2023-07-10,2023-07-12,2023-07-14,2023-07-30,booked,28309,medium
RL00820,R009,,SE,accounting,professional_services,2023-07-22,2023-07-24,,,negotiating,16313,medium
RL00821,R012,,SE,accounting,retail,2023-07-02,,,,pending,40323,medium
RL00822,R009,,SE,tax_advisory,other,2023-07-06,2023-07-09,,2023-07-14,lost,39383,low
RL00823,R010,C01787,SE,audit,professional_services,2023-07-01,2023-07-04,2023-07-07,2023-07-31,booked,20931,medium
RL00824,R009,C01664,SE,audit,other,2023-07-15,2023-07-18,2023-07-22,2023-08-16,booked,12549,low
RL00825,R010,C01692,SE,audit,retail,2023-07-24,2023-07-26,2023-07-28,2023-08-13,booked,18993,medium
RL00826,R012,,SE,bookkeeping,professional_services,2023-08-07,2023-08-08,,2023-08-23,lost,22307,medium
RL00827,R012,C01725,SE,tax_advisory,retail,2023-08-11,2023-08-12,2023-08-19,2023-09-07,booked,32470,low
RL00828,R009,,SE,bookkeeping,other,2023-08-20,2023-08-22,,2023-09-05,lost,25089,medium
RL00829,R012,,SE,bookkeeping,retail,2023-08-26,2023-08-28,,,matching,9777,medium
RL00830,R010,C01710,SE,tax_advisory,professional_services,2023-08-26,2023-08-28,2023-09-04,2023-09-13,booked,18546,low
RL00831,R009,,SE,bookkeeping,professional_services,2023-08-22,2023-08-24,,2023-09-08,lost,12293,medium
RL00832,R009,,SE,accounting,other,2023-08-10,,,,pending,16502,high
RL00833,R012,,SE,audit,professional_services,2023-08-06,,,,pending,5041,medium
RL00834,R010,C01638,SE,bookkeeping,professional_services,2023-08-02,2023-08-04,2023-08-09,2023-08-28,booked,18594,medium
RL00835,R009,,SE,tax_advisory,tech,2023-08-09,2023-08-11,,2023-08-17,lost,40295,low
RL00836,R012,C01971,SE,accounting,other,2023-08-18,2023-08-21,2023-08-24,2023-09-02,booked,28829,medium
RL00837,R010,,SE,bookkeeping,retail,2023-08-26,2023-08-28,,2023-09-02,lost,9383,medium
RL00838,R009,,SE,accounting,professional_services,2023-08-05,2023-08-08,,,negotiating,9344,medium
RL00839,R009,C01655,SE,accounting,professional_services,2023-08-26,2023-08-27,2023-08-30,2023-09-14,booked,9771,high
RL00840,R009,C01610,SE,bookkeeping,hospitality,2023-08-10,2023-08-11,2023-08-13,2023-08-27,booked,6997,medium
RL00841,R012,C01950,SE,audit,other,2023-09-28,2023-09-29,2023-10-03,2023-10-21,booked,14191,low
RL00842,R012,,SE,accounting,tech,2023-09-17,2023-09-19,,,negotiating,15460,low
RL00843,R012,,SE,accounting,retail,2023-09-07,2023-09-08,,,matching,18952,low
RL00844,R012,C02014,SE,accounting,professional_services,2023-09-03,2023-09-05,2023-09-13,2023-09-30,booked,29386,high
RL00845,R012,,SE,accounting,tech,2023-09-04,2023-09-06,,,negotiating,34475,low
RL00846,R010,C01706,SE,tax_advisory,retail,2023-09-15,2023-09-17,2023-09-20,2023-10-03,booked,37407,medium
RL00847,R012,C01984,SE,bookkeeping,other,2023-09-24,2023-09-25,2023-09-27,2023-10-18,booked,20799,high
RL00848,R012,C01627,SE,audit,professional_services,2023-09-04,2023-09-05,2023-09-07,2023-09-26,booked,3461,medium
RL00849,R009,C01970,SE,accounting,tech,2023-09-16,2023-09-17,2023-09-22,2023-09-30,booked,38791,medium
RL00850,R010,C01721,SE,payroll,tech,2023-09-21,2023-09-24,2023-10-04,2023-10-16,booked,29457,medium
RL00851,R010,C01856,SE,accounting,hospitality,2023-09-10,2023-09-12,2023-09-14,2023-09-24,booked,39194,low
RL00852,R009,,SE,bookkeeping,other,2023-09-12,2023-09-14,,,negotiating,12957,low
RL00853,R009,C01697,SE,accounting,hospitality,2023-09-09,2023-09-12,2023-09-18,2023-10-07,booked,27471,high
RL00854,R009,,SE,accounting,other,2023-09-06,,,,pending,27588,low
RL00855,R009,C01920,SE,tax_advisory,professional_services,2023-09-17,2023-09-18,2023-09-23,2023-09-30,booked,19832,medium
RL00856,R009,C01646,SE,audit,hospitality,2023-10-21,2023-10-22,2023-10-31,2023-11-18,booked,16765,high
RL00857,R012,,SE,payroll,tech,2023-10-24,2023-10-27,,,negotiating,6351,high
RL00858,R012,C01869,SE,bookkeeping,professional_services,2023-10-22,2023-10-25,2023-11-03,2023-11-27,booked,12156,low
RL00859,R012,,SE,bookkeeping,professional_services,2023-10-17,2023-10-18,,,negotiating,13609,medium
RL00860,R012,,SE,audit,retail,2023-10-01,,,,pending,44254,high
RL00861,R012,C01620,SE,tax_advisory,other,2023-10-17,2023-10-20,2023-10-27,2023-11-15,booked,37302,low
RL00862,R010,,SE,payroll,tech,2023-10-06,2023-10-08,,2023-10-19,lost,40257,medium
RL00863,R012,,SE,tax_advisory,retail,2023-10-02,,,,pending,40115,medium
RL00864,R009,,SE,audit,professional_services,2023-10-17,2023-10-20,,,matching,39422,low
RL00865,R009,C01913,SE,accounting,hospitality,2023-10-25,2023-10-27,2023-11-04,2023-11-19,booked,39461,low
RL00866,R010,C01838,SE,accounting,other,2023-10-27,2023-10-30,2023-11-03,2023-11-21,booked,37909,low
RL00867,R012,C01853,SE,payroll,other,2023-10-17,2023-10-18,2023-10-26,2023-11-10,booked,26214,medium
RL00868,R012,C01822,SE,accounting,other,2023-10-26,2023-10-28,2023-11-01,2023-11-12,booked,42952,medium
RL00869,R012,C01703,SE,bookkeeping,retail,2023-10-04,2023-10-07,2023-10-10,2023-10-21,booked,19150,low
RL00870,R009,,SE,payroll,tech,2023-10-16,,,,pending,41116,high
RL00871,R009,C02009,SE,payroll,professional_services,2023-11-02,2023-11-04,2023-11-13,2023-11-27,booked,43108,low
RL00872,R009,,SE,accounting,other,2023-11-10,2023-11-12,,,negotiating,30087,low
RL00873,R009,,SE,accounting,tech,2023-11-22,2023-11-23,,,negotiating,7622,medium
RL00874,R010,C01952,SE,bookkeeping,tech,2023-11-27,2023-11-29,2023-12-03,2023-12-24,booked,8075,medium
RL00875,R012,C01975,SE,tax_advisory,professional_services,2023-11-23,2023-11-26,2023-11-28,2023-12-09,booked,43776,medium
RL00876,R010,,SE,accounting,retail,2023-11-12,2023-11-14,,2023-11-19,lost,42197,medium
RL00877,R010,C02002,SE,bookkeeping,other,2023-11-16,2023-11-19,2023-11-21,2023-12-07,booked,4876,medium
RL00878,R012,,SE,tax_advisory,professional_services,2023-11-23,2023-11-26,,,negotiating,26730,low
RL00879,R009,C01868,SE,tax_advisory,professional_services,2023-11-12,2023-11-15,2023-11-23,2023-12-10,booked,32589,medium
RL00880,R012,C01656,SE,payroll,professional_services,2023-11-18,2023-11-21,2023-11-25,2023-12-10,booked,32945,medium
RL00881,R010,,SE,tax_advisory,other,2023-11-20,2023-11-22,,2023-11-27,lost,24340,low
RL00882,R010,C01975,SE,audit,hospitality,2023-11-07,2023-11-08,2023-11-17,2023-12-09,booked,14180,low
RL00883,R009,C01720,SE,accounting,tech,2023-11-10,2023-11-12,2023-11-17,2023-12-11,booked,18135,low
RL00884,R009,C01654,SE,accounting,professional_services,2023-11-03,2023-11-05,2023-11-13,2023-11-25,booked,5843,medium
RL00885,R012,,SE,payroll,tech,2023-11-03,,,,pending,23044,high
RL00886,R012,,SE,accounting,hospitality,2023-12-08,,,,pending,19027,high
RL00887,R010,,SE,tax_advisory,other,2023-12-18,2023-12-19,,,matching,27917,low
RL00888,R010,C01758,SE,audit,tech,2023-12-04,2023-12-06,2023-12-10,2023-12-31,booked,42428,low
RL00889,R012,,SE,tax_advisory,other,2023-12-06,2023-12-09,,2023-12-16,lost,20971,low
RL00890,R010,C01648,SE,accounting,retail,2023-12-22,2023-12-24,2023-12-30,2024-01-23,booked,38752,high
RL00891,R012,C01597,SE,audit,retail,2023-12-17,2023-12-19,2023-12-28,2024-01-20,booked,27534,medium
RL00892,R012,,SE,audit,tech,2023-12-28,2023-12-30,,,negotiating,7693,high
RL00893,R009,C01630,SE,tax_advisory,retail,2023-12-02,2023-12-03,2023-12-08,2023-12-18,booked,4905,low
RL00894,R009,C02068,SE,accounting,tech,2023-12-10,2023-12-12,2023-12-20,2024-01-01,booked,44895,medium
RL00895,R012,,SE,accounting,professional_services,2023-12-27,2023-12-30,,2024-01-07,lost,40052,medium
RL00896,R009,C01589,SE,bookkeeping,other,2023-12-11,2023-12-14,2023-12-23,2024-01-11,booked,20144,low
RL00897,R010,C01815,SE,audit,hospitality,2023-12-28,2023-12-30,2024-01-07,2024-01-31,booked,36777,high
RL00898,R010,,SE,tax_advisory,retail,2023-12-14,2023-12-17,,,matching,33647,high
RL00899,R009,,SE,audit,retail,2023-12-19,,,,pending,19823,medium
RL00900,R012,C01685,SE,audit,tech,2023-12-11,2023-12-14,2023-12-23,2024-01-11,booked,9893,medium
RL00901,R010,,SE,audit,other,2024-01-11,2024-01-14,,2024-01-23,lost,23974,medium
RL00902,R012,C02085,SE,payroll,hospitality,2024-01-13,2024-01-14,2024-01-17,2024-02-09,booked,25345,medium
RL00903,R010,C02007,SE,bookkeeping,professional_services,2024-01-15,2024-01-18,2024-01-20,2024-02-07,booked,6506,medium
RL00904,R010,C01921,SE,accounting,retail,2024-01-09,2024-01-12,2024-01-19,2024-02-05,booked,21217,high
RL00905,R009,,SE,accounting,professional_services,2024-01-13,2024-01-15,,2024-01-22,lost,44289,low
RL00906,R012,,SE,audit,tech,2024-01-11,2024-01-14,,,matching,10795,medium
RL00907,R009,,SE,bookkeeping,retail,2024-01-17,,,,pending,3234,medium
RL00908,R009,C01777,SE,audit,tech,2024-01-02,2024-01-03,2024-01-12,2024-01-19,booked,31443,medium
RL00909,R010,C01998,SE,bookkeeping,professional_services,2024-01-08,2024-01-10,2024-01-19,2024-02-11,booked,14657,medium
RL00910,R009,,SE,bookkeeping,hospitality,2024-01-18,2024-01-20,,,matching,13794,medium
RL00911,R012,C01907,SE,payroll,tech,2024-01-20,2024-01-21,2024-01-24,2024-02-06,booked,19146,low
RL00912,R010,,SE,accounting,tech,2024-01-26,,,,pending,9365,low
RL00913,R009,,SE,accounting,other,2024-01-16,2024-01-19,,2024-02-01,lost,19852,medium
RL00914,R010,,SE,bookkeeping,retail,2024-01-14,2024-01-16,,2024-01-29,lost,21048,medium
RL00915,R009,,SE,accounting,other,2024-01-16,,,,pending,4987,high
RL00916,R012,C01648,SE,accounting,other,2024-02-24,2024-02-26,2024-03-05,2024-03-18,booked,41803,low
RL00917,R012,C01902,SE,accounting,professional_services,2024-02-06,2024-02-08,2024-02-13,2024-02-19,booked,34222,medium
RL00918,R010,C01698,SE,audit,retail,2024-02-15,2024-02-17,2024-02-26,2024-03-10,booked,44550,medium
RL00919,R012,,SE,audit,professional_services,2024-02-19,2024-02-21,,,matching,17240,low
RL00920,R010,,SE,accounting,tech,2024-02-03,2024-02-06,,,matching,3980,low
RL00921,R012,,SE,bookkeeping,retail,2024-02-22,2024-02-24,,2024-03-01,lost,37375,medium
RL00922,R010,,SE,bookkeeping,hospitality,2024-02-04,2024-02-05,,,negotiating,39126,medium
RL00923,R010,,SE,bookkeeping,hospitality,2024-02-09,2024-02-10,,,negotiating,8337,high
RL00924,R009,,SE,tax_advisory,retail,2024-02-09,2024-02-12,,2024-02-22,lost,40919,low
RL00925,R012,,SE,audit,retail,2024-02-12,2024-02-13,,,negotiating,34241,low
RL00926,R012,C01724,SE,bookkeeping,hospitality,2024-02-03,2024-02-04,2024-02-13,2024-02-26,booked,32824,low
RL00927,R009,C02007,SE,audit,hospitality,2024-02-12,2024-02-14,2024-02-18,2024-02-23,booked,7372,medium
RL00928,R012,C01965,SE,accounting,hospitality,2024-02-24,2024-02-27,2024-03-07,2024-03-15,booked,39345,high
RL00929,R009,,SE,audit,other,2024-02-28,2024-02-29,,2024-03-05,lost,44250,medium
RL00930,R010,C02092,SE,payroll,tech,2024-02-19,2024-02-20,2024-02-25,2024-03-07,booked,4301,low
RL00931,R010,C01763,SE,accounting,other,2024-03-02,2024-03-03,2024-03-05,2024-03-27,booked,34501,low
RL00932,R012,,SE,payroll,hospitality,2024-03-21,2024-03-23,,,negotiating,6374,high
RL00933,R010,,SE,tax_advisory,tech,2024-03-10,2024-03-11,,2024-03-25,lost,24466,medium
RL00934,R009,,SE,payroll,other,2024-03-16,2024-03-18,,,matching,25864,high
RL00935,R012,,SE,accounting,professional_services,2024-03-20,,,,pending,28171,medium
RL00936,R012,C01961,SE,tax_advisory,retail,2024-03-19,2024-03-20,2024-03-24,2024-04-06,booked,41172,medium
RL00937,R009,,SE,tax_advisory,other,2024-03-18,2024-03-21,,,negotiating,20029,medium
RL00938,R010,,SE,bookkeeping,tech,2024-03-16,,,,pending,10770,low
RL00939,R009,C01614,SE,tax_advisory,tech,2024-03-06,2024-03-08,2024-03-12,2024-03-29,booked,4567,low
RL00940,R010,,SE,audit,tech,2024-03-16,,,,pending,40637,high
RL00941,R009,C01669,SE,tax_advisory,professional_services,2024-03-15,2024-03-17,2024-03-21,2024-04-11,booked,7268,low
RL00942,R010,,SE,tax_advisory,other,2024-03-13,2024-03-16,,,negotiating,34361,low
RL00943,R012,,SE,bookkeeping,retail,2024-03-13,2024-03-14,,2024-03-23,lost,44555,medium
RL00944,R012,C01830,SE,bookkeeping,retail,2024-03-28,2024-03-30,2024-04-05,2024-04-16,booked,31426,medium
RL00945,R012,C02008,SE,bookkeeping,professional_services,2024-03-20,2024-03-21,2024-03-29,2024-04-05,booked,25793,medium
RL00946,R010,,SE,payroll,other,2024-04-08,2024-04-10,,,negotiating,7814,medium
RL00947,R010,,SE,tax_advisory,tech,2024-04-11,,,,pending,4208,low
RL00948,R010,,SE,payroll,retail,2024-04-25,,,,pending,41989,high
RL00949,R010,,SE,bookkeeping,tech,2024-04-28,2024-04-29,,2024-05-04,lost,29972,high
RL00950,R012,,SE,accounting,professional_services,2024-04-15,2024-04-17,,,matching,20930,low
RL00951,R010,,SE,payroll,tech,2024-04-22,2024-04-24,,2024-05-05,lost,20962,low
RL00952,R012,C01851,SE,accounting,professional_services,2024-04-25,2024-04-28,2024-05-08,2024-05-31,booked,39901,low
RL00953,R009,C01840,SE,bookkeeping,other,2024-04-08,2024-04-10,2024-04-14,2024-04-27,booked,11236,medium
RL00954,R012,,SE,audit,retail,2024-04-17,2024-04-19,,2024-04-27,lost,43101,medium
RL00955,R009,C01900,SE,accounting,other,2024-04-03,2024-04-05,2024-04-09,2024-04-17,booked,7913,medium
RL00956,R010,C01732,SE,payroll,hospitality,2024-04-27,2024-04-30,2024-05-09,2024-06-03,booked,37211,low
RL00957,R010,C01744,SE,tax_advisory,other,2024-04-07,2024-04-10,2024-04-16,2024-04-26,booked,42947,medium
RL00958,R012,,SE,bookkeeping,other,2024-04-19,2024-04-22,,2024-05-04,lost,11354,medium
RL00959,R009,,SE,accounting,tech,2024-04-06,2024-04-08,,,matching,4372,medium
RL00960,R010,C02151,SE,tax_advisory,retail,2024-04-05,2024-04-08,2024-04-17,2024-04-25,booked,43033,high
RL00961,R012,,SE,payroll,hospitality,2024-05-08,2024-05-09,,,negotiating,42583,medium
RL00962,R009,,SE,payroll,professional_services,2024-05-22,2024-05-23,,2024-06-04,lost,35315,low
RL00963,R009,,SE,bookkeeping,hospitality,2024-05-15,2024-05-18,,2024-05-26,lost,6277,medium
RL00964,R009,C01974,SE,audit,tech,2024-05-05,2024-05-07,2024-05-13,2024-05-30,booked,25036,medium
RL00965,R010,,SE,audit,tech,2024-05-18,2024-05-21,,,negotiating,36465,medium
RL00966,R009,,SE,payroll,professional_services,2024-05-08,2024-05-11,,,negotiating,43123,low
RL00967,R009,C02053,SE,audit,professional_services,2024-05-26,2024-05-28,2024-06-02,2024-06-18,booked,16653,medium
RL00968,R010,,SE,bookkeeping,retail,2024-05-19,2024-05-21,,,negotiating,25096,medium
RL00969,R009,,SE,payroll,retail,2024-05-22,2024-05-25,,,negotiating,28831,medium
RL00970,R010,,SE,payroll,other,2024-05-24,2024-05-27,,,matching,3819,high
RL00971,R009,,SE,bookkeeping,tech,2024-05-07,2024-05-09,,2024-05-24,lost,20908,medium
RL00972,R012,,SE,payroll,hospitality,2024-05-02,2024-05-04,,,negotiating,6406,high
RL00973,R012,,SE,bookkeeping,retail,2024-05-11,2024-05-14,,2024-05-24,lost,7247,low
RL00974,R009,,SE,audit,professional_services,2024-05-03,2024-05-05,,2024-05-19,lost,3446,medium
RL00975,R012,C02099,SE,audit,hospitality,2024-05-04,2024-05-06,2024-05-11,2024-06-04,booked,22863,low
RL00976,R009,,SE,accounting,tech,2024-06-18,2024-06-21,,2024-07-04,lost,42217,low
RL00977,R010,,SE,audit,hospitality,2024-06-25,2024-06-26,,,negotiating,37895,medium
RL00978,R009,C01846,SE,accounting,retail,2024-06-18,2024-06-20,2024-06-23,2024-07-07,booked,26552,medium
RL00979,R010,C01748,SE,payroll,tech,2024-06-06,2024-06-08,2024-06-14,2024-06-27,booked,18873,medium
RL00980,R009,C01818,SE,payroll,tech,2024-06-08,2024-06-10,2024-06-16,2024-07-09,booked,37202,medium
RL00981,R009,C01980,SE,audit,tech,2024-06-05,2024-06-06,2024-06-11,2024-06-29,booked,16504,medium
RL00982,R009,,SE,bookkeeping,tech,2024-06-02,2024-06-03,,,matching,32493,low
RL00983,R012,,SE,tax_advisory,other,2024-06-16,,,,pending,23560,medium
RL00984,R012,,SE,accounting,tech,2024-06-22,2024-06-24,,,matching,39070,medium
RL00985,R010,,SE,tax_advisory,hospitality,2024-06-20,,,,pending,36815,low
RL00986,R012,C01638,SE,tax_advisory,tech,2024-06-09,2024-06-12,2024-06-21,2024-07-07,booked,43795,low
RL00987,R012,C02009,SE,tax_advisory,other,2024-06-25,2024-06-27,2024-07-05,2024-07-28,booked,34481,low
RL00988,R010,C02029,SE,bookkeeping,hospitality,2024-06-18,2024-06-20,2024-06-24,2024-07-03,booked,28893,medium
RL00989,R009,C01632,SE,payroll,retail,2024-06-07,2024-06-10,2024-06-19,2024-06-25,booked,43078,medium
RL00990,R010,C02008,SE,payroll,tech,2024-06-12,2024-06-14,2024-06-18,2024-06-30,booked,4238,low
RL00991,R009,,SE,audit,hospitality,2024-07-08,2024-07-09,,2024-07-14,lost,6751,high
RL00992,R012,C02158,SE,accounting,tech,2024-07-18,2024-07-21,2024-07-23,2024-08-11,booked,21073,low
RL00993,R012,C01793,SE,bookkeeping,hospitality,2024-07-16,2024-07-17,2024-07-24,2024-08-16,booked,28670,medium
